text,label,rate
vua khit bung minh ma khong bi han can,POS,4
mua lan 2,POS,4
chat luong san pham tot,POS,5
rat ung y,POS,5
hang thi sieu yeu sieu mem min,POS,5
chat lieu vai tot so voi gia 100 k,POS,4
chat luong san pham tam duoc thoi gian giao hang tam duoc dong goi san pham tam duoc,NEU,3
dong goi ki ao con lai dep,POS,5
giao nham hang ib shop k tra loi,NEG,1
mau bac rat sang lap lanh hon mau hong,POS,4
chat ao day dan form ao dep,POS,5
ong quan ben to ben nho size s va l bang nhau,NEG,2
dong goi gon gang dep de chat luong san pham tuyet voi rat dang tien thoi gian giao hang rat nhanh,POS,5
chat luong san pham tuong xung gia tien mua mac thay doi kieu thi ok,POS,5
oc hoi long cho them cai van vit k dang bao nhieu nhung quy hon cai day kia ban a,NEU,3
chat luong san pham tuyet voi,POS,5
shop phuc vu rat tot het mau minh dat con goi lai de doi sang loai khac du gia cao hon nhung van lay gia sale hang rat oke thanks shop,POS,5
ren hoi mem nen lam dang ao ko duoc cung nang nguc tam dc,POS,4
giao hang lau,NEG,2
sz 34 ma khung nguc nho qua,NEG,2
dong goi san pham rat dep va chac chan,POS,5
hang y hinh rat dep a,POS,5
thai do kem thoi gian giao hang rat cham shop phuc vu rat kem,NEG,1
ban tay mong nen ko nang lam,NEG,2
dep lam day,POS,4
ao giong hinh chat vai hoi nong,POS,4
dong goi khong can than shop nen dong hop cung do bi mop bep tui,NEG,1
giao hang nhanh mua sp thi hoi ki truoc tranh that vong,NEU,3
dong goi san pham rat dep va chac chac,POS,5
thoi gian giao hang rat nhanh day dan dep,POS,5
co giong hinh nhung vai rat mong khong dung nhu trong hinh gia tien tuong duong voi san pham,NEG,2
chu shop tu van rat nhiet tinh dam len form rat dep hop voi dang minh con dc tang kem qa,POS,5
vay con dep va chuan hon trong hinh nua,POS,5
sz 2 bo xanh va hong ko giong nhau,NEG,1
ao re dep phu hop gia tien,POS,4
ao vai cuc dep y hinh co dieu to hon mong doi,POS,5
chat luong san pham tuyet voi,POS,5
chat luong san pham tuyet voi do rat dep se ung ho shop tiep,POS,5
sa n pha n mo i chat luong san pham tuyet voi,POS,5
giao hang nhanh,POS,5
rat ngon nhung ma theo em thi nen xe nho kho lai,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh,POS,5
chat ok a nhung rep ib thi hoi lau,POS,4
luon ung ho shop,POS,5
am thanh rat do,NEG,1
xau va nhin phom ao chan doi luon,NEG,1
chat luong san pham tot dang dong tien,POS,5
chuan quan vai dep om gon chan ma vai con mat nua,POS,5
shop van chuyen hang nhanh vay kha on ma con dc tang qua nua hihi lac tay nho nho xinh xinh khi nao deo cho be nha,POS,5
nhin cai ao cu mau khong dep vai mong khong dag tien lam,NEG,2
dap vao mat la <num> lam mat hung san pham duoc mau dam hon hinh ao co mui nhu thuoc tay giat mai ko het,NEG,2
chuan hang bitis,POS,4
mau ko dep nhu hinh chup,NEG,1
hang dep giao nhanh,POS,5
chat luong san pham tuyet voi vai ok thich hop cho nhung ai thich mang form rong lam ne,POS,5
hop voi gia <num> k,POS,5
form ao xau lam mac len nhu ta dien cho ta ao ben duoi rat dai chu ko ngan nhu anh mau mac bao sao thay quay clip gap doi ao vao,NEG,2
thoi gian giao hang rat nhanh,POS,5
cong nghe hoi la ko biet co ben ko,NEU,3
goi hoi nho,NEG,2
ao nhin xinh shop noi chuyen cuc dang yeu,POS,5
chat luong san pham tam duoc chieu dai ao ngan qua,NEU,3
mui len hoi nang da giat nhung van con nang mui,NEG,1
vai oke lam luon,POS,5
san pham tam duoc dong goi khong dep,NEG,2
chua thay shop nao ham l the nay,NEG,1
san pham rat ok ke ca ao trong cua nu chat vai cung mem dep mang len sang chanh tui minh dien di sinh nhat ai cung khen dep doi noi chung la rat hai long,POS,5
tam gia la su dung tot,POS,5
khong dung duoc,NEG,2
chat luong san pham tam duoc a o hoi nga n so vo i hi nh,NEG,2
san pham tot giao hang nhanh,POS,4
hang binh thuong,NEU,3
k con duong nao de che,NEG,1
chat vai ok day dan,POS,5
ung,POS,4
nay mua them 1 combo nua,NEU,3
ao dep lam shop ui minh rat thix,POS,5
thoi gian giao hang nhanh,POS,5
rat ung hii,POS,5
k giao,NEG,2
mau sac k giong hinh,NEG,2
ao vai qua xau,NEG,1
noi chung la minh mua mac di lam ok dang tien,POS,5
shop nhiet tinh giup do chat luong quan thi khoi che dai rong gi cung vua y minh het,POS,5
yeu cau doi tra shop yeu cau gui anh gui cho r im lang,NEG,2
thoi gian giao hang rat nhanh rat dang tien shop phuc vu rat tot dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan,POS,5
hang kem chat luong va khong nhu quang cao,NEG,2
shop phuc vu rat tot,POS,5
noi chung la khong that vong dau,POS,4
chat luong san pham tuyet voi,POS,5
san pham giong hinh,NEU,3
giay hoi cung chat luong san pham tam duoc,NEU,3
so chat quan thi ok luon,POS,4
vay dep ky tu van nhiet tinh,POS,5
y hinh,POS,5
nt ko tra loi,NEG,2
cha t luo ng vu a vo i gia tie n,POS,4
se ung ho shop dai,POS,5
hang chat luong hon gia san pham nhak moi nguoi,POS,4
ao rach ntn ko hieu phai mac ntn luon,NEG,1
nhung cung phu hop voi gia tien mac van ok,POS,4
do ma c vu a thun hoi om de tha y bu ng,POS,4
chon mau nay lay mau kia,NEG,2
hang tuong doi on minh kha hai long,POS,4
inbox ko them tra loi,NEG,2
minh mua 2 chai ve tang tru dan vi loai nay vua tay sach vua khong de gay mun nhu dau tay trang,POS,5
mat uy tin,NEG,1
mau ngoai ko giong trong anh nhung chat luong kha ok voi gia,POS,4
rat ung,POS,5
shop giao hang nhanh gui dung mau ao giong hinh mac du chat vai ko dep nhu mong muon nhung van cho shop 5,POS,4
shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,5
giay dep lam giao hang lau qua mun dien,POS,4
shop giao sieu nhanh,POS,5
giao hang nhanh,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang tam duoc dang dong tien,POS,4
chat luong san pham tuyet voi,POS,5
vua y,POS,4
4 quan size l nhung lai bi cai to cai be con voi gia tien nvay thi cung k mong chat dep hon,POS,4
shop phuc vu rat tot thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh,POS,5
nhung ko sao tks shop,POS,4
chat luong sp tot nhung giao hang cham onl cung chang tra loi gi,POS,4
vai thun rat mong ko fai len,NEG,1
dong goi san pham rat dep va chac chan shop phuc vu rat tot,POS,5
dong goi san pham chac chan shop giao hang nhanh nhan ngay 20 10 ve sp thi chat vai cung dc hop mac mua thu ao dep nhung ma shop nen kiem tra ki sp di a ao thi cu vai cho lai co vet ban xong lai co mau xanh xanh o gan duoi ao chua ke luc mo hang ra thi bi ngay cai dam suyt dam vao tay,POS,4
shop giao hang cuc nhanh lun trua hom qua dat ma trua nay da giao,POS,5
them tin tuong vao shoppe,POS,4
ao vai dep min mat,POS,5
chat luong san pham tuyet voi thoi gian giao hang rat nhanh,POS,5
chu shop nhiet tinh,POS,5
rat dang tien,POS,5
san pham rat dep,POS,5
hoi tho,NEG,2
va i ra t mo ng,NEG,2
hang y nhu hinh,NEU,3
dep lai re,POS,5
chat luong san pham tuyet voi ung se ung ho shop dai giao hang nhanh,POS,5
quay lai sua danh gia sau khi tung tang mac vay dien muon noi vay chat k co gi de che tuyet voi day dan mac dung kieu chum chan minh thich che duoc mong cap cao mac len eo ot voi ca chan dai ca met tuyet voi cho 1 chiec vay <num> k,POS,5
ao mac dep chat dep thoi gian giao hang rat nhanh,POS,5
giao hang rat nhanh ao dep noi chung rat hai long,POS,5
dat xanh dam ma giao mau xam that vong qua mau thay cu xem,NEG,2
qua ko dep chat luong san pham tam duoc,NEG,2
ao chat dep shop phuc vu tot,POS,4
dong goi san pham chac chan,POS,5
toi rat hai long ve san pham,POS,5
chat luong san pham tuyet voi rat ung y do dep,POS,5
shop lam an khong uy tin sam pham thi dom chat thi chan,NEG,1
hang rat ok,POS,5
cl phu hop gia tien,NEU,3
dung hinh anh dep,POS,5
mau cung da dang,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
het hang thi phai bao voi khach chu dang nay van giao,NEG,2
ban dau minh nghi la ren mong nhung nhan dc thi thay ren dep hon minh tuong tuong,POS,5
dep vua y,POS,4
tuyet a giay nhe em,POS,5
dung moi 1 mau,NEG,2
san pham chat luong,POS,4
co ao bi rach shop nen ktra ki trc khi giao minh 40 kg cao 1 55 m ma mac hoi chat,NEG,1
dong goi ky,POS,5
goi hang can than,POS,5
cam on shop nhiu,POS,4
day la lan thu 2 mua sp cua shop giay dep cach phuc vu tot se ung ho shop nhieu nua,POS,5
son len mau dep khong bi kho cung va lo van moi nhu mau 12 rat dang tien,POS,5
cam on shop nhe,POS,4
giong hinh ma vai hoi cung ban ak,POS,4
chat ao dep lam yeu shop,POS,5
quan cua shop qua dep luon,POS,5
minh lay sz lon nhat cho rong roi sz xxl ma nhin thay be hon quan cu chong minh 72 kg sp chat thi nhin tot dong goi san pham rat dep va chac chan,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh rat dang tien,POS,5
chat thi ok nhung co ao ko giong hinh co ao ko rong ma om,NEU,3
dat 2 quan dai ma dong goi cho 1 quan ngo,NEG,2
khuyen khich cho 5,POS,5
net chu khong duoc ro sp co mui hoi kinh,NEG,1
ma c pho i vo i chan va y hay jean de u de p,POS,5
nhung ghtk thu tron <num> 00 d,NEG,2
khong giong hinh cho lam nhung chat luong cung ok mua 3 ma moi sp nay la dc,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan sacg hay,POS,5
dong goi sp chac chan giao hang rat nhanh,POS,5
chat luong san pham kem khong giong nhu mo ta,NEG,2
dang tien,POS,5
vay mac sieu xinh,POS,5
thoi gian giao hang rat nhanh hang y hinh,POS,4
vai thi rat dep,POS,5
tien nao cua nay,NEU,3
goodd,POS,5
ao rong hon hinh nhieu,NEG,2
dong goi san pham rat dep va chac chan,POS,5
kem ben trong la mau trang khac voi kem ngay la mau vang nhe thoi gian giao hang cham,NEU,3
ao from rong nhu anh,POS,5
chat lieu vai on nhung hoi rong,NEU,3
ship ko dung mau,NEG,1
vai ni day nong,NEG,2
shop phuc vu rat tot chat luong sp ok,POS,5
ngon day nhung dang an thi an phai cong thun,NEG,2
kha ok se ung ho shop tiep,POS,4
dep lam nha,POS,5
ao vua qua,POS,5
thoi gian giao hang nhanh,POS,4
ao dep lam b oi,POS,5
mau thi ko thuc su giong trong hinh,NEG,1
chat luong vai kem ko nhu hinh,NEG,2
da quay video va chup anh nhung shop khong phan hoi,NEG,2
quan thoai mai vua van dep shop phuc vu rat tot,POS,5
van chuyen hag k nhat lot vao cap nen cap bi meo mat dag,NEG,2
giao 2 sp trat lat het 2 sp minh la de chiu nhat hi ua hang hoi that vong,NEG,2
ngay qua flash sale 39 k chai het flash len 55 k xong 50 k,NEU,3
dong goi san pham rat dep va chac chan,POS,4
chat dc,POS,5
chat luong san pham tuyet voi hop voi gia tien so sieu thich mau random nhung dep lam a,POS,5
mat ong loang ko dac sanh lam,NEG,2
se tiep tuc ung ho shop dai lau,POS,5
dep di em va mem,POS,4
vay dep vai thi minh thay pha nilon nen hoi nong,NEU,3
chat tam dc tuong sung gia tien,POS,5
giao hang va cham soc tan tinh,POS,5
gia tot nhung giao hang cham qua khong co so dt lien he khi can gap,NEU,3
shop cho doi tra ok,NEU,3
tha t su mi nh qua ung cho 1 sp re ma cha t luo ng,POS,5
loc on nhung hi vong shop dong hang ki hon,POS,4
vai mong tho hon minh tuong tuong,NEU,3
giao hang nhanh,POS,5
thoi gian giao hang nhanh chat luong san pham tot dong goi san pham chac chan shop phuc vu kha tot,POS,5
ao mau sac tuoi sang vai chat a,POS,5
shop rat thai do voi khach hang,NEG,1
bi chat ngan,NEG,2
shop phuc vu rat tot thoi gian giao hang rat nhanh chat luong san pham tuyet voi rat dang tien,POS,5
duoc tot,POS,5
chat luong san pham tuyet voi,POS,5
chat luong sp qa te,NEG,1
chu shop nhiet tinh de thuong,POS,5
giao ha ng nhanh,POS,4
dan nhin cung lam,POS,4
chat luong san pham tuyet voi quan hoi mong a,POS,4
chat luong san pham rat kem shop phuc vu rat kem rat khong dang tien shop phu c vu qua kem nhan tin ve so tien se hoan lai thi khong thay tra lo i gi het,NEG,1
nhung kha ok roi,POS,4
hihi ung lam a giay dep lam nha m n di em ma de phoi do cuc,POS,5
cha ra gi ca chat luong kem,NEG,1
gui sai mot sp con lai chat luong tot,NEU,3
chat rat oke,POS,5
rat ung mac thoai mai ma chat vai rat thich,POS,5
nhung ma shop noi co tang kem day dan ma minh nhan duoc khong co a,NEG,2
shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh rat ung,POS,5
rat ung y se tiep tuc mua de ung ho shop,POS,5
chu nhan hang het ca hon ngam xa bong cha mai van k sach,NEG,1
ai thik mua cho n size lo n hon 2 size ok hon,POS,4
dep hut hon,POS,5
giao hang cung nhanh,POS,4
gia con re,POS,4
dong goi san pham rat dep va chac chan chat luong san pham tot dong goi san pham rat dep va chac chan,POS,5
san pham bi iu khong gion va cung khong co thoi han su dung tren bao bi,NEG,2
khong tot chat lieu sau,NEG,2
chat luong san pham tuyet voi shop nay uy tin qua,POS,5
vai kate thun mong nhe mat,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot,POS,5
chat vai duoc,POS,4
san pham dep on chac chan ma lai re hon so vs minh mua ngoai shop dat ma mac chua dc 1 hom da dut khuy,POS,5
ao so mi dep giong hinh,NEU,3
dong goi dep giao dung hang sp chat luong gia tot rat hai long shop oi se tiep tuc ung ho ne,POS,5
tuy nhien minh mua 2 cai thi cai size l o tay ao bi viet so mau xanh len cho tay ao minh giat ko ra,NEG,1
shop dong goi can than co kem 1 to thiep va 1 to roi gioi thieu nua,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voio,POS,5
ko ung y lam,NEG,2
shoppe nen coi lai chon nguoi ban cho c9s kinh nghiem chut,NEG,2
chat luong san pham tuyet voi,POS,5
gio chang biet lam gi voi cai ao do,NEG,1
ncl rat ung,POS,5
thoi gian giao hang rat nhanh,POS,5
kem tham thau rat nhanh thoa xong sang day co cam giac cang da va min hon con viec chong lao hoa thi phai xai het moi biet ket qua,POS,4
chat luong ok moi toi bung rong qua lai phai sua,NEU,3
shop phuc vu rat tot,POS,5
chat ao mongg,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
dong goi san pham tot can them hop dung se tot hon,POS,4
chat lieu vai thi cung tam duoc chan cai duong chi 1 cai thi buc chi o tui con 1 cai may ca vao chun,NEG,2
dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan ao kha to so voi minh nen ban nao muon mua size l ma tuong nguoi nho be thi nen chon soze m nha duoc tang moc khoa hinh jinmin thich lamm,POS,5
hang chuan uy tin,POS,4
mua 2 chai ma moi xit dc 1 lan thi hu mat cai nap,NEU,3
thoi gian giao hang rat nhanh,POS,5
dat hang ko giao hang la sao vay a,NEG,1
hoi mong k nhu mong doi,NEG,2
ung ho shop ngan sao luon ne,POS,5
hic,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chu s nhiet tinh vui tinh,POS,4
giao hang nhanh,POS,4
chat luong kha tot,POS,4
vai day va co gian tot,POS,4
nhung neu mau hong tuoi thi ok,POS,4
vai rat dep,POS,5
chat luong san pham tot dong goi san pham chac chan shop phuc vu kha tot thoi gian giao hang hoi cham,NEU,3
ao nay day hon va chat dep hon cai mau trang mk mua,POS,4
minh 50 kg bau 4 thang mua size 2 xl ma mac vua zin dang quan dep may nua bung to ti phai mua size to hon thoi,NEU,3
chat luong san pham tuyet voi,POS,5
ni am va day,POS,5
co chut truc trac nhung sua lai thi van dep,POS,4
chat luong san pham tuyet voi,POS,5
chat ao dep len dang ok moi toi mac hoi ngua 1 ti dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,POS,5
giao lau,NEG,2
chat dai danh va li mat,NEU,3
giao hag thi thoi nhah khoi noi,POS,4
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh vai ao hoi mong,POS,4
muon lam dai ly si,POS,5
san pha m nay vua shopee qua do mua ve toi k xay dc ngay ca khoai tay nau chi n ma xay con k nhuyen nua,NEU,3
size hoi to nhi 45 kg 1 m50 size s roi ma hoi rong,POS,4
chat luong san pham tam duoc truot co hoc kha dit gay kho khan cho su dung,NEG,2
nhung ao khien minh hoi that vong,NEG,2
mac kha xinh nhung chat vai xau mong cung,NEG,2
chat luong san pham phu hop vs gia,POS,4
moi dung chat luong ok,POS,5
thoi gian giao hang rat nhanh,POS,5
mua ba cai thay ok,POS,4
dep qua ung ho shop lau dai,POS,5
ao mac ok lam moi nguoi cu tin tuong mua hang nhe,POS,5
du sao voi <num> k thi chat luong nhu vay la qua duoc,POS,4
dep da man the nay,POS,5
ao xinh lam nhe may nang voi gia nay thi ao vay la dep roi,POS,4
kho ga bi man ca nha minh deu keu vay,NEG,1
giao hang nhanh,POS,5
ao rat am,POS,5
hoi that vong,NEG,2
chat luong sp tuyet voi,POS,5
huhuu sr vi bh moi xac nhan da nhan hang quen beng di mat,NEG,2
c chat luong san pham tuyet voi rat dang tien thoi gian giao hang rat nhanh,POS,5
het cherry nen shop goi bao minh doi mau chu ko tu giao mau khac chon chuyen qua dua hau,NEU,3
san pham tot phu hop voi gia tien,POS,5
len chat hoi cung chut nhung van mac ok,NEU,3
kieu dang dung mo ta tuy nhien qua mem khong co do cung cua khung tui nen kem sang,NEU,3
ao cuc dep nhe vai ko day lam dau nen minh nghi van mac trong mua he dc co ma lan sau em mua shop dung goi me em nhe,POS,5
vai mong qua mong,NEG,2
chat thich ma size hoi nho so voi size bthg,NEG,2
hang dep chat luong,POS,5
sp khong co hop nhe,NEG,1
rat dang tien,POS,4
nhin ung lam,POS,4
chat luong san pham tuyet voi chat luong san pham tuyet voi,POS,5
ung lam shop a,POS,5
chat luong san pham tot thoi gian giao hang tam duoc,NEU,3
con ve hang thi okie luon,POS,5
m chua thu nhung thay chat rat dep,POS,5
yen sam,NEU,3
xau quac kg giong hinh cam thay kho chiu,NEG,1
3 in 1 ma mo hop ra co moi 2 len thieu mat len macro,NEG,2
chat luong san pham rat kem khong co dich vu la sao chat luong san pham tot,POS,5
hop hoi tray nhung hang dong goi ki,NEU,3
dat xam gjao xah that vog ve sp,NEG,2
san pham tot gia re,POS,4
nhung good,POS,4
that vong kinh khung,NEG,1
vay la oke so voi gia tien roi,POS,5
chat luong san pham tuyet voi thoi gian giao hang rat nhanh rat dang tien,POS,5
hang dep dung y hinh,POS,4
dong goi san pham rat chac chan thoi gian giao hang rat nhanh,POS,5
chat luong san pham khong duoc tot bang san pham minh mua truc tiep o cac cua hang,NEG,1
tks shop,POS,5
thoi gian giao hang nhanh,POS,5
shop phuc vu rat tot,POS,5
form ko dep ko dinh hinh tot vong 1,NEG,1
ong tay hoi nho,NEG,2
dc shop li xi nua,POS,5
san pham chat luong qua te,NEG,1
shop giao hang nhanh con phuc vu nhiet tinh nua,POS,5
biet dep the minh mua them cai mau do nua,POS,5
chi bung het ra,NEG,2
5 sao nha,POS,5
tiec rang het mau thich ko thi se lay them,NEU,3
shop cham soc khach hang rat chu dao,POS,5
chat luong san pham duo c pha i chi co ma u reu,POS,4
tat ca deu ok,POS,4
ao dep,POS,4
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh con dc shop tang qua nua,POS,5
chieu rong giua 2 chan hoi ngan khi ngoi sau tren xe may thay hoi kho chiu,NEG,2
tuyet voi a huhu se con ung ho shop dai dai,POS,5
sp chat luong,POS,4
san pham rat la chat luong dong goid rat la dep gon gang nen mua hang o day rat uy tin,POS,5
chat luong san pham qua te,NEG,1
chat luong san pham tam dc hoi chat mik 45 kg thay hoi chat co bi rong,NEG,2
dung rat ok chi ko biet dung lieu co lau duoc ko thoi hi,NEU,3
potay,NEU,3
size ao nam nen nu se mac hoi rong tru diem do ra tat ca deu rat hai long,POS,4
chat luong sp tot tuyet voi,POS,5
chat vai rat mong mau cung xau khong khong dep khong dep nhu hinh,NEG,2
y hinh chuan dep chat luong san pham tuyet voi,POS,5
ao rat dep anh chi shop rat nhiet tinh dong goi rat dep cam on anh chi shop,POS,5
hang y hinh thoi gian giao hang nhanh vai mong,POS,4
nhin chung tam on,NEU,3
ong tay xau,NEG,1
ao mong hon so voi minh nghi nhung van ok,NEU,3
chat luong san pham tuyet voi,POS,5
thoi gian giao hang rat nhanh vai dep,NEU,3
foem dang ko giong mau mac may nhai lai thoi a chat vai dc,NEU,3
ao dep ok,POS,5
cho 5,POS,5
ao rat dep thoi gian giao hang rat nhanh,POS,5
ao dep gia re,POS,4
noi chung minh thay ok,POS,5
ao chat dep thich hop di choi giao hanh nhanh nv tu van nhiet tinh,POS,5
phu hop gia tien,POS,5
san pham k giong hinh lam mac 2 lan dan het duong chi,NEG,2
shop phuc vu rat tot rat dang tien,POS,5
e thich lam,POS,4
giong hinh dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh,POS,5
cung cung hang giay nay co shop ban co 79 k nen cac ban tim hieu ky khi dat hang,NEU,3
chat thi dc ma form ko chuan sz xl ghi 53 68 kg ma 55 kg mac thay k dc thoai mai 2 c mau ghi thi chat k mac dc,NEG,2
dong goi con tot nua,POS,5
van chuyen sieu nhanh,POS,5
chat lieu vai k co gian,NEG,1
eo ra j,NEG,1
nap tui bi lech,NEG,1
minh nhan dc cai tui no mop meo,NEU,3
ao nho qua,NEG,2
ao vai rat dep,POS,5
shop phuc vu rat tot,POS,5
hang dep chu shop nhiet tinh,POS,5
chuc shop cang ngay cang dat hang 3,POS,5
chat luong san pham tuyet voi phot hoi rong nhung vai mem rat dang tien,POS,4
ko giao van tinh tien,NEG,1
ung ho shop 5 sao,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh,POS,5
vi gia re,NEU,3
giao sai size quan nhung lien he voi shop khong bat may,NEG,1
diu chac chan thoang do moi tay nhat la cac be doi be rong thi co diu nhan hon han,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,5
giao hang nhanh ao xinh nhu hinh moi toi hoi mong xiu,POS,4
dc chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
mac rat thich 3,POS,5
gia ca chap nhan duoc thoi gian giao hang rat nhanh,POS,5
se ung ho shop dai dai,POS,5
ao day dan va dep giong hinh,POS,5
chuc c luon dat hang,POS,5
quan cuc ki dep,POS,5
cung tam dc,NEU,3
vai ok nhung hoi nho ko hai long viec da nhan shop ko ghi ro thong tin ngoai bao bi nhung van ko thuc hien thieu luu y viec te nhi,NEU,3
phoi nang r ma ko thay sang,NEG,1
minh thay rat em chan,POS,5
thai do phuc vu ok,POS,5
minh mac vao nhin nhu cai vay chong nang y,NEG,2
noi chung that vong ve sp,NEG,2
mau hoi toi hon so voi anh san pham,NEG,2
sp chat luong ngon gia re hon cac cho khac,POS,4
quan cung ok dep,POS,4
